id,domain,intent,gloss_sequence,vietnamese_sentence,complexity,source,split
31175,generated_mix,time_activity,thu_ba anh dang nghe,Thứ ba anh đang nghe.,medium,synthetic_template_v4,test
31176,quantity,need_quantity,chi can hai ban_phim,Chị cần hai bàn phím.,medium,synthetic_template_v4,test
31177,generated_health,time_symptom,buoi_chieu bo bi sot,Buổi chiều bố bị sốt.,medium,synthetic_template_v4,test
31178,time_activity,time_doing,buoi_trua co_giao xem,Buổi trưa cô giáo xem.,medium,synthetic_template_v4,test
31179,generated_health,time_symptom,hom_nay chi bi met,Hôm nay chị bị mệt.,medium,synthetic_template_v4,test
31180,generated_mix,time_activity,thu_ba bo dang di_cho,Thứ ba bố đang đi chợ.,medium,synthetic_template_v4,test
31181,time_activity,time_doing,hom_nay anh doc_sach,Hôm nay anh đọc sách.,medium,synthetic_template_v4,test
31182,object_action,need_object,co can giay,Cô cần giày.,simple,synthetic_template_v4,test
31183,time_activity,time_doing,buoi_sang bo di_hoc,Buổi sáng bố đi học.,medium,synthetic_template_v4,test
31184,generated_mix,time_activity,buoi_sang ong dang uong,Buổi sáng ông đang uống.,medium,synthetic_template_v4,test
31185,generated_mix,time_activity,mua_dong con_trai dang giat_do,Mùa đông con trai đang giặt đồ.,medium,synthetic_template_v4,test
31186,time_activity,time_doing,thang ban viet,Tháng bạn viết.,medium,synthetic_template_v4,test
31187,generated_mix,time_activity,thu_nam anh dang di_cho,Thứ năm anh đang đi chợ.,medium,synthetic_template_v4,test
31188,generated_question,question,co_giao can di_benh_vien khong,Cô giáo có cần đi bệnh viện không?,medium,synthetic_template_v4,test
31189,generated_health,time_symptom,thu_hai con_trai bi chay_mau,Thứ hai con trai bị chảy máu.,medium,synthetic_template_v4,test
31190,need,want,toi muon dien_thoai,Tôi muốn điện thoại.,simple,synthetic_template_v4,test
31191,generated_health,time_symptom,nam con_trai bi chay_mau,Năm con trai bị chảy máu.,medium,synthetic_template_v4,test
31192,confirmation,already_done,me da xem,Mẹ đã xem.,simple,synthetic_template_v4,test
31193,generated_mix,time_activity,buoi_trua con_gai dang choi,Buổi trưa con gái đang chơi.,medium,synthetic_template_v4,test
31194,time_activity,time_doing,buoi_trua ong di_hoc,Buổi trưa ông đi học.,medium,synthetic_template_v4,test
31195,quantity,want_quantity,chi muon ba_muoi vo,Chị muốn ba mươi vở.,medium,synthetic_template_v4,test
31196,negation,not_do,em khong ngu,Em không ngủ.,simple,synthetic_template_v4,test
31197,question,ask_time,ban di khi_nao,Bạn đi khi nào?,simple,synthetic_template_v4,test
31198,generated_mix,time_activity,thu_nam em dang uong,Thứ năm em đang uống.,medium,synthetic_template_v4,test
31199,complex_need,want_food_place,toi muon pho o nha_thuoc,Tôi muốn phở ở nhà thuốc.,complex,synthetic_template_v4,test
31200,complex_health,symptom_need,ong bi dau_hong nen can goi_bac_si,Ông bị đau họng nên cần gọi bác sĩ.,complex,synthetic_template_v4,test
31201,time_activity,time_doing,buoi_trua chi viet,Buổi trưa chị viết.,medium,synthetic_template_v4,test
31202,quantity,want_quantity,em muon muoi bun,Em muốn mười bún.,medium,synthetic_template_v4,test
31203,generated_mix,time_activity,thu_bay me dang nghi,Thứ bảy mẹ đang nghỉ.,medium,synthetic_template_v4,test
31204,time_activity,time_doing,bay_gio ong xem,Bây giờ ông xem.,medium,synthetic_template_v4,test
31205,generated_health,time_symptom,thu_sau ong bi dau,Thứ sáu ông bị đau.,medium,synthetic_template_v4,test
31206,complex_health,symptom_need,ban bi ho nen can com,Bạn bị ho nên cần cơm.,complex,synthetic_template_v4,test
31207,generated_mix,time_activity,thu_nam benh_nhan dang rua_tay,Thứ năm bệnh nhân đang rửa tay.,medium,synthetic_template_v4,test
31208,health,need_doctor,bo bi buon_non can goi_bac_si,"Bố bị buồn nôn, cần gọi bác sĩ.",complex,synthetic_template_v4,test
31209,generated_health,time_symptom,thu_nam ban bi dau,Thứ năm bạn bị đau.,medium,synthetic_template_v4,test
31210,generated_health,time_symptom,hom_qua thay_giao bi dau_tay,Hôm qua thầy giáo bị đau tay.,medium,synthetic_template_v4,test
31211,generated_health,time_symptom,nam benh_nhan bi kho_tho,Năm bệnh nhân bị khó thở.,medium,synthetic_template_v4,test
31212,quantity,need_quantity,toi can muoi vo,Tôi cần mười vở.,medium,synthetic_template_v4,test
31213,quantity,need_quantity,bo can nam sach,Bố cần năm sách.,medium,synthetic_template_v4,test
31214,generated_question,question,benh_nhan can ban khong,Bệnh nhân có cần bàn không?,medium,synthetic_template_v4,test
31215,location,go_to_place,anh di nha_ga,Anh đi nhà ga.,simple,synthetic_template_v4,test
31216,generated_health,time_symptom,nam thay_giao bi sot,Năm thầy giáo bị sốt.,medium,synthetic_template_v4,test
31217,description,object_adj,giuong nong,Giường nóng.,simple,synthetic_template_v4,test
31218,daily_activity,future_activity,co se lam_bai_tap,Cô sẽ làm bài tập.,simple,synthetic_template_v4,test
31219,location,want_go_place,ong muon di benh_vien,Ông muốn đi bệnh viện.,medium,synthetic_template_v4,test
31220,generated_health,time_symptom,hom_nay benh_nhan bi kho_tho,Hôm nay bệnh nhân bị khó thở.,medium,synthetic_template_v4,test
31221,generated_health,time_symptom,thu_ba co bi met,Thứ ba cô bị mệt.,medium,synthetic_template_v4,test
31222,quantity,need_quantity,anh can nam bun,Anh cần năm bún.,medium,synthetic_template_v4,test
31223,generated_health,time_symptom,thu_hai ong bi kho_tho,Thứ hai ông bị khó thở.,medium,synthetic_template_v4,test
31224,time_activity,time_doing,mua_he chi hoc_bai,Mùa hè chị học bài.,medium,synthetic_template_v4,test
31225,generated_mix,time_activity,mua_he co_giao dang xem,Mùa hè cô giáo đang xem.,medium,synthetic_template_v4,test
31226,generated_question,question,ban co thuc_an khong,Bạn có thức ăn không?,medium,synthetic_template_v4,test
31227,food_drink,want_food,ong muon ca,Ông muốn cá.,simple,synthetic_template_v4,test
31228,description,object_adj,noi_com_dien de,Nồi cơm điện dễ.,simple,synthetic_template_v4,test
31229,time_activity,time_doing,thang anh doc_sach,Tháng anh đọc sách.,medium,synthetic_template_v4,test
31230,negation,not_do,co khong nau_an,Cô không nấu ăn.,simple,synthetic_template_v4,test
31231,generated_mix,time_activity,thu_bay nguoi_khiem_thinh dang choi,Thứ bảy người khiếm thính đang chơi.,medium,synthetic_template_v4,test
31232,generated_health,time_symptom,thu_sau ba bi dau_bung,Thứ sáu bà bị đau bụng.,medium,synthetic_template_v4,test
31233,generated_mix,time_activity,ngay_mai anh dang an,Ngày mai anh đang ăn.,medium,synthetic_template_v4,test
31234,generated_health,time_symptom,buoi_sang nguoi_khiem_thinh bi chong_mat,Buổi sáng người khiếm thính bị chóng mặt.,medium,synthetic_template_v4,test
31235,generated_health,time_symptom,thu_ba bo bi ho,Thứ ba bố bị ho.,medium,synthetic_template_v4,test
31236,quantity,need_quantity,ban can ba nuoc_cam,Bạn cần ba nước cam.,medium,synthetic_template_v4,test
31237,generated_mix,time_activity,thu_tu co dang noi,Thứ tư cô đang nói.,medium,synthetic_template_v4,test
31238,generated_mix,time_activity,thu_hai ban dang hoc_bai,Thứ hai bạn đang học bài.,medium,synthetic_template_v4,test
31239,generated_mix,time_activity,nam chi dang choi,Năm chị đang chơi.,medium,synthetic_template_v4,test
31240,need,need,ong can sac_pin,Ông cần sạc pin.,simple,synthetic_template_v4,test
31241,generated_mix,time_activity,hom_nay ba dang xem,Hôm nay bà đang xem.,medium,synthetic_template_v4,test
31242,need,want,chi muon dia_chi,Chị muốn địa chỉ.,simple,synthetic_template_v4,test
31243,quantity,need_quantity,bo can chin tivi,Bố cần chín ti vi.,medium,synthetic_template_v4,test
31244,generated_mix,time_activity,thu_tu ba dang di_hoc,Thứ tư bà đang đi học.,medium,synthetic_template_v4,test
31245,generated_health,time_symptom,ngay ba bi kho_tho,Ngày bà bị khó thở.,medium,synthetic_template_v4,test
31246,generated_mix,time_activity,hom_nay me dang viet,Hôm nay mẹ đang viết.,medium,synthetic_template_v4,test
31247,generated_mix,want_need_like,nguoi_khiem_thinh can banh,Người khiếm thính cần bánh.,simple,synthetic_template_v4,test
31248,generated_mix,time_activity,buoi_sang ong dang xem,Buổi sáng ông đang xem.,medium,synthetic_template_v4,test
31249,generated_mix,time_activity,hom_nay em dang tap_the_duc,Hôm nay em đang tập thể dục.,medium,synthetic_template_v4,test
31250,generated_mix,time_activity,buoi_toi em dang chay,Buổi tối em đang chạy.,medium,synthetic_template_v4,test
31251,quantity,want_quantity,em muon mot sua,Em muốn một sữa.,medium,synthetic_template_v4,test
31252,generated_mix,want_need_like,ban thich giay,Bạn thích giày.,simple,synthetic_template_v4,test
31253,quantity,need_quantity,me can sau sach,Mẹ cần sáu sách.,medium,synthetic_template_v4,test
31254,generated_health,time_symptom,thu_nam toi bi dau_tay,Thứ năm tôi bị đau tay.,medium,synthetic_template_v4,test
31255,generated_health,time_symptom,mua_dong benh_nhan bi cam_lanh,Mùa đông bệnh nhân bị cảm lạnh.,medium,synthetic_template_v4,test
31256,generated_mix,time_activity,hom_qua nguoi_khiem_thinh dang lam_bai_tap,Hôm qua người khiếm thính đang làm bài tập.,medium,synthetic_template_v4,test
31257,generated_health,time_symptom,thu_tu benh_nhan bi buon_non,Thứ tư bệnh nhân bị buồn nôn.,medium,synthetic_template_v4,test
31258,generated_mix,want_need_like,con_gai muon khau_trang,Con gái muốn khẩu trang.,simple,synthetic_template_v4,test
31259,generated_mix,time_activity,thu_bay toi dang ngu,Thứ bảy tôi đang ngủ.,medium,synthetic_template_v4,test
31260,quantity,need_quantity,ong can mot tivi,Ông cần một ti vi.,medium,synthetic_template_v4,test
31261,generated_health,time_symptom,thang con_trai bi dau_chan,Tháng con trai bị đau chân.,medium,synthetic_template_v4,test
31262,quantity,want_quantity,bo muon muoi ban_phim,Bố muốn mười bàn phím.,medium,synthetic_template_v4,test
31263,time_activity,time_doing,mua_he ong nghe,Mùa hè ông nghe.,medium,synthetic_template_v4,test
31264,complex_need,want_food_place,toi muon ca_phe o cho,Tôi muốn cà phê ở chợ.,complex,synthetic_template_v4,test
31265,generated_health,time_symptom,buoi_sang co bi buon_non,Buổi sáng cô bị buồn nôn.,medium,synthetic_template_v4,test
31266,generated_mix,time_activity,buoi_trua ong dang nau_an,Buổi trưa ông đang nấu ăn.,medium,synthetic_template_v4,test
31267,transport,want_transport,ban muon di may_bay,Bạn muốn đi máy bay.,simple,synthetic_template_v4,test
31268,daily_activity,doing,co dang di_bo,Cô đang đi bộ.,simple,synthetic_template_v4,test
31269,generated_health,time_symptom,mua_dong chi bi sot,Mùa đông chị bị sốt.,medium,synthetic_template_v4,test
31270,location,go_to_place,me di phong,Mẹ đi phòng.,simple,synthetic_template_v4,test
31271,generated_mix,time_activity,chu_nhat em dang an,Chủ nhật em đang ăn.,medium,synthetic_template_v4,test
31272,time_activity,time_doing,mua_dong anh xem,Mùa đông anh xem.,medium,synthetic_template_v4,test
31273,generated_mix,time_activity,mua_dong con_gai dang an,Mùa đông con gái đang ăn.,medium,synthetic_template_v4,test
31274,generated_mix,want_need_like,me thich vo,Mẹ thích vở.,simple,synthetic_template_v4,test
31275,quantity,need_quantity,ong can ba_muoi sua,Ông cần ba mươi sữa.,medium,synthetic_template_v4,test
31276,food_drink,like_food,em thich nuoc,Em thích nước.,simple,synthetic_template_v4,test
31277,quantity,need_quantity,me can mot tivi,Mẹ cần một ti vi.,medium,synthetic_template_v4,test
31278,weather,weather_statement,thu_ba troi_lanh,Thứ ba trời lạnh.,simple,synthetic_template_v4,test
31279,time_activity,time_doing,mua_he me nghe,Mùa hè mẹ nghe.,medium,synthetic_template_v4,test
31280,health,feel_symptom,anh cam_thay kho_tho,Anh cảm thấy khó thở.,simple,synthetic_template_v4,test
31281,quantity,need_quantity,ban can tam but,Bạn cần tám bút.,medium,synthetic_template_v4,test
31282,complex_need,want_food_place,bo muon banh_mi o nha_thuoc,Bố muốn bánh mì ở nhà thuốc.,complex,synthetic_template_v4,test
31283,time_activity,time_doing,buoi_sang me doc_sach,Buổi sáng mẹ đọc sách.,medium,synthetic_template_v4,test
31284,generated_mix,time_activity,buoi_sang benh_nhan dang lam_bai_tap,Buổi sáng bệnh nhân đang làm bài tập.,medium,synthetic_template_v4,test
31285,time_activity,time_doing,thu_sau me an,Thứ sáu mẹ ăn.,medium,synthetic_template_v4,test
31286,generated_question,question,chung_toi can nghi_ngoi khong,Chúng tôi có cần nghỉ ngơi không?,medium,synthetic_template_v4,test
31287,generated_question,question,nguoi_khiem_thinh can bun khong,Người khiếm thính có cần bún không?,medium,synthetic_template_v4,test
31288,generated_mix,time_activity,thu_ba ba dang uong,Thứ ba bà đang uống.,medium,synthetic_template_v4,test
31289,generated_health,time_symptom,thu_sau thay_giao bi dau_lung,Thứ sáu thầy giáo bị đau lưng.,medium,synthetic_template_v4,test
31290,generated_mix,time_activity,nam con_gai dang tap_the_duc,Năm con gái đang tập thể dục.,medium,synthetic_template_v4,test
31291,generated_mix,time_activity,nam chi dang uong,Năm chị đang uống.,medium,synthetic_template_v4,test
31292,object_action,need_object,ban can giay,Bạn cần giày.,simple,synthetic_template_v4,test
31293,location,want_go_place,thay_giao muon di van_phong,Thầy giáo muốn đi văn phòng.,medium,synthetic_template_v4,test
31294,quantity,need_quantity,anh can ba com,Anh cần ba cơm.,medium,synthetic_template_v4,test
31295,quantity,need_quantity,anh can chin ban_phim,Anh cần chín bàn phím.,medium,synthetic_template_v4,test
31296,generated_health,time_symptom,mua_dong con_trai bi sot,Mùa đông con trai bị sốt.,medium,synthetic_template_v4,test
31297,need,need,bo can khau_trang,Bố cần khẩu trang.,simple,synthetic_template_v4,test
31298,generated_health,time_symptom,bay_gio ong bi dau_lung,Bây giờ ông bị đau lưng.,medium,synthetic_template_v4,test
31299,generated_health,time_symptom,buoi_toi benh_nhan bi buon_non,Buổi tối bệnh nhân bị buồn nôn.,medium,synthetic_template_v4,test
31300,description,object_color,den mau_cam,Đèn màu cam.,simple,synthetic_template_v4,test
31301,question,ask_quantity,toi can bao_nhieu dien_thoai,Tôi cần bao nhiêu điện thoại?,medium,synthetic_template_v4,test
31302,quantity,need_quantity,toi can ba nuoc,Tôi cần ba nước.,medium,synthetic_template_v4,test
31303,generated_health,time_symptom,mua_he co bi ho,Mùa hè cô bị ho.,medium,synthetic_template_v4,test
31304,generated_mix,time_activity,buoi_sang nguoi_khiem_thinh dang hoc_bai,Buổi sáng người khiếm thính đang học bài.,medium,synthetic_template_v4,test
31305,generated_health,time_symptom,toi_nay co_giao bi dau,Tối nay cô giáo bị đau.,medium,synthetic_template_v4,test
31306,generated_mix,time_activity,thu_sau co dang xem,Thứ sáu cô đang xem.,medium,synthetic_template_v4,test
31307,generated_mix,time_activity,ngay_mai em dang chay,Ngày mai em đang chạy.,medium,synthetic_template_v4,test
31308,complex_schedule,time_go_place,buoi_toi toi se di truong,Buổi tối tôi sẽ đi trường.,complex,synthetic_template_v4,test
31309,generated_command,polite,lam_on dua thuc_an giup toi,Làm ơn đưa thức ăn giúp tôi.,medium,synthetic_template_v4,test
31310,quantity,want_quantity,ong muon ba_muoi banh_mi,Ông muốn ba mươi bánh mì.,medium,synthetic_template_v4,test
31311,time_activity,time_doing,hom_nay bo doc_sach,Hôm nay bố đọc sách.,medium,synthetic_template_v4,test
31312,time_activity,time_doing,mua_he ong di_hoc,Mùa hè ông đi học.,medium,synthetic_template_v4,test
31313,food_drink,dislike_food,em khong_thich nuoc,Em không thích nước.,medium,synthetic_template_v4,test
31314,generated_mix,place,benh_nhan o san_bay,Bệnh nhân ở sân bay.,simple,synthetic_template_v4,test
31315,quantity,want_quantity,anh muon muoi nuoc_cam,Anh muốn mười nước cam.,medium,synthetic_template_v4,test
31316,generated_mix,time_activity,buoi_toi chi dang noi,Buổi tối chị đang nói.,medium,synthetic_template_v4,test
31317,complex_health,symptom_need,toi bi dau_chan nen can goi_bac_si,Tôi bị đau chân nên cần gọi bác sĩ.,complex,synthetic_template_v4,test
31318,generated_mix,want_need_like,co_giao can nuoc_cam,Cô giáo cần nước cam.,simple,synthetic_template_v4,test
31319,generated_mix,time_activity,ngay thay_giao dang hoc_bai,Ngày thầy giáo đang học bài.,medium,synthetic_template_v4,test
31320,generated_mix,time_activity,thu_nam thay_giao dang doc_sach,Thứ năm thầy giáo đang đọc sách.,medium,synthetic_template_v4,test
31321,generated_mix,want_need_like,chung_toi thich chao,Chúng tôi thích cháo.,simple,synthetic_template_v4,test
31322,generated_mix,place,benh_nhan di san_bay,Bệnh nhân đi sân bay.,simple,synthetic_template_v4,test
31323,generated_health,time_symptom,nam co bi dau_bung,Năm cô bị đau bụng.,medium,synthetic_template_v4,test
31324,question,ask_health,anh co khoe khong,Anh có khỏe không?,simple,synthetic_template_v4,test
31325,daily_activity,doing,bo dang uong,Bố đang uống.,simple,synthetic_template_v4,test
31326,generated_health,time_symptom,thu_tu me bi kho_tho,Thứ tư mẹ bị khó thở.,medium,synthetic_template_v4,test
31327,time_activity,time_doing,thu_hai ba ngu,Thứ hai bà ngủ.,medium,synthetic_template_v4,test
31328,object_action,lost_object,me mat den,Mẹ mất đèn.,medium,synthetic_template_v4,test
31329,complex_need,want_food_place,me muon banh_mi o phong_kham,Mẹ muốn bánh mì ở phòng khám.,complex,synthetic_template_v4,test
31330,generated_health,time_symptom,buoi_toi co bi chong_mat,Buổi tối cô bị chóng mặt.,medium,synthetic_template_v4,test
31331,quantity,need_quantity,chi can ba_muoi sua,Chị cần ba mươi sữa.,medium,synthetic_template_v4,test
31332,confirmation,already_done,ong da an,Ông đã ăn.,simple,synthetic_template_v4,test
31333,generated_mix,time_activity,hom_nay con_gai dang di_hoc,Hôm nay con gái đang đi học.,medium,synthetic_template_v4,test
31334,generated_mix,time_activity,hom_nay chung_toi dang viet,Hôm nay chúng tôi đang viết.,medium,synthetic_template_v4,test
31335,time_activity,time_doing,thang me nghe,Tháng mẹ nghe.,medium,synthetic_template_v4,test
31336,quantity,want_quantity,toi muon chin vo,Tôi muốn chín vở.,medium,synthetic_template_v4,test
31337,generated_mix,time_activity,thu_tu ong dang giat_do,Thứ tư ông đang giặt đồ.,medium,synthetic_template_v4,test
31338,complex_need,want_food_place,anh muon com o benh_vien,Anh muốn cơm ở bệnh viện.,complex,synthetic_template_v4,test
31339,complex_health,symptom_need,ong bi ho nen can di_benh_vien,Ông bị ho nên cần đi bệnh viện.,complex,synthetic_template_v4,test
31340,generated_health,time_symptom,thu_hai em bi met,Thứ hai em bị mệt.,medium,synthetic_template_v4,test
31341,generated_health,time_symptom,toi_nay nguoi_khiem_thinh bi dau_dau,Tối nay người khiếm thính bị đau đầu.,medium,synthetic_template_v4,test
31342,generated_health,time_symptom,ngay_mai con_trai bi bi_thuong,Ngày mai con trai bị bị thương.,medium,synthetic_template_v4,test
31343,generated_health,time_symptom,hom_qua toi bi dau_lung,Hôm qua tôi bị đau lưng.,medium,synthetic_template_v4,test
31344,generated_health,time_symptom,thu_tu thay_giao bi dau_chan,Thứ tư thầy giáo bị đau chân.,medium,synthetic_template_v4,test
31345,complex_need,want_food_place,ban muon chao o phong_kham,Bạn muốn cháo ở phòng khám.,complex,synthetic_template_v4,test
31346,generated_mix,time_activity,ngay anh dang nau_an,Ngày anh đang nấu ăn.,medium,synthetic_template_v4,test
31347,generated_mix,time_activity,toi_nay em dang uong,Tối nay em đang uống.,medium,synthetic_template_v4,test
31348,generated_health,time_symptom,thu_hai ban bi met,Thứ hai bạn bị mệt.,medium,synthetic_template_v4,test
31349,location,at_place,co_giao o nha_ve_sinh,Cô giáo ở nhà vệ sinh.,simple,synthetic_template_v4,test
31350,generated_health,time_symptom,ngay_mai ong bi dau_hong,Ngày mai ông bị đau họng.,medium,synthetic_template_v4,test
31351,generated_mix,time_activity,ngay_mai co dang hoc_bai,Ngày mai cô đang học bài.,medium,synthetic_template_v4,test
31352,generated_mix,time_activity,thang nguoi_khiem_thinh dang giat_do,Tháng người khiếm thính đang giặt đồ.,medium,synthetic_template_v4,test
31353,time_activity,time_doing,buoi_sang toi lam_viec,Buổi sáng tôi làm việc.,medium,synthetic_template_v4,test
31354,location,at_place,ba o van_phong,Bà ở văn phòng.,simple,synthetic_template_v4,test
31355,generated_mix,want_need_like,con_gai can tra,Con gái cần trà.,simple,synthetic_template_v4,test
31356,generated_mix,want_need_like,nguoi_khiem_thinh muon giay,Người khiếm thính muốn giày.,simple,synthetic_template_v4,test
31357,generated_health,time_symptom,chu_nhat me bi cam_lanh,Chủ nhật mẹ bị cảm lạnh.,medium,synthetic_template_v4,test
31358,generated_question,question,bo can giuong khong,Bố có cần giường không?,medium,synthetic_template_v4,test
31359,quantity,want_quantity,chi muon chin dien_thoai,Chị muốn chín điện thoại.,medium,synthetic_template_v4,test
31360,time_activity,time_doing,buoi_trua thay_giao lam_bai_tap,Buổi trưa thầy giáo làm bài tập.,medium,synthetic_template_v4,test
31361,complex_schedule,time_go_place,buoi_chieu bo se di cong_ty,Buổi chiều bố sẽ đi công ty.,complex,synthetic_template_v4,test
31362,complex_need,want_food_place,chi muon banh_mi o phong_kham,Chị muốn bánh mì ở phòng khám.,complex,synthetic_template_v4,test
31363,generated_health,time_symptom,buoi_sang toi bi bi_thuong,Buổi sáng tôi bị bị thương.,medium,synthetic_template_v4,test
31364,generated_mix,time_activity,thang thay_giao dang chay,Tháng thầy giáo đang chạy.,medium,synthetic_template_v4,test
31365,generated_health,time_symptom,ngay_mai me bi dau,Ngày mai mẹ bị đau.,medium,synthetic_template_v4,test
31366,quantity,want_quantity,me muon bay tivi,Mẹ muốn bảy ti vi.,medium,synthetic_template_v4,test
31367,generated_mix,time_activity,chu_nhat con_gai dang di_cho,Chủ nhật con gái đang đi chợ.,medium,synthetic_template_v4,test
31368,complex_schedule,time_go_place,thu_hai anh se di nha,Thứ hai anh sẽ đi nhà.,complex,synthetic_template_v4,test
31369,generated_question,question,co can quan khong,Cô có cần quần không?,medium,synthetic_template_v4,test
31370,generated_mix,time_activity,toi_nay ban dang mua_sam,Tối nay bạn đang mua sắm.,medium,synthetic_template_v4,test
31371,food_drink,like_food,anh thich chao,Anh thích cháo.,simple,synthetic_template_v4,test
31372,generated_mix,time_activity,buoi_trua benh_nhan dang tam,Buổi trưa bệnh nhân đang tắm.,medium,synthetic_template_v4,test
31373,generated_question,question,con_gai can o khong,Con gái có cần ô không?,medium,synthetic_template_v4,test
31374,time_activity,time_doing,thu_hai ban xem,Thứ hai bạn xem.,medium,synthetic_template_v4,test
31375,generated_question,question,ong can may_tinh khong,Ông có cần máy tính không?,medium,synthetic_template_v4,test
31376,generated_mix,time_activity,hom_nay nguoi_khiem_thinh dang mua_sam,Hôm nay người khiếm thính đang mua sắm.,medium,synthetic_template_v4,test
31377,generated_mix,time_activity,buoi_sang anh dang nghe,Buổi sáng anh đang nghe.,medium,synthetic_template_v4,test
31378,complex_health,symptom_need,me bi sot nen can di_nha_ve_sinh,Mẹ bị sốt nên cần đi nhà vệ sinh.,complex,synthetic_template_v4,test
31379,generated_question,question,toi can sach khong,Tôi có cần sách không?,medium,synthetic_template_v4,test
31380,generated_health,time_symptom,mua_dong co_giao bi buon_non,Mùa đông cô giáo bị buồn nôn.,medium,synthetic_template_v4,test
31381,generated_health,time_symptom,toi_nay toi bi dau_lung,Tối nay tôi bị đau lưng.,medium,synthetic_template_v4,test
31382,generated_mix,want_need_like,con_trai muon sach,Con trai muốn sách.,simple,synthetic_template_v4,test
31383,time_activity,time_doing,bay_gio chi doc_sach,Bây giờ chị đọc sách.,medium,synthetic_template_v4,test
31384,quantity,need_quantity,toi can bon may_tinh,Tôi cần bốn máy tính.,medium,synthetic_template_v4,test
31385,health,symptom,anh bi dau_bung,Anh bị đau bụng.,simple,synthetic_template_v4,test
31386,complex_need,want_food_place,ban muon com o truong,Bạn muốn cơm ở trường.,complex,synthetic_template_v4,test
31387,generated_mix,time_activity,hom_qua me dang an,Hôm qua mẹ đang ăn.,medium,synthetic_template_v4,test
31388,quantity,need_quantity,ban can hai_muoi dien_thoai,Bạn cần hai mươi điện thoại.,medium,synthetic_template_v4,test
31389,weather,weather_question,bay_gio troi_nang khong,Bây giờ có nắng không?,medium,synthetic_template_v4,test
31390,generated_question,question,ong can goi_y_ta khong,Ông có cần gọi y tá không?,medium,synthetic_template_v4,test
31391,complex_health,symptom_need,chi bi dau_hong nen can di_benh_vien,Chị bị đau họng nên cần đi bệnh viện.,complex,synthetic_template_v4,test
31392,generated_mix,time_activity,ngay_mai ba dang lam_viec,Ngày mai bà đang làm việc.,medium,synthetic_template_v4,test
31393,description,object_adj,dong_ho lanh,Đồng hồ lạnh.,simple,synthetic_template_v4,test
31394,time_activity,time_doing,thu_hai anh ngu,Thứ hai anh ngủ.,medium,synthetic_template_v4,test
31395,complex_health,symptom_need,anh bi dau_lung nen can goi_y_ta,Anh bị đau lưng nên cần gọi y tá.,complex,synthetic_template_v4,test
31396,generated_mix,time_activity,thang thay_giao dang doc_sach,Tháng thầy giáo đang đọc sách.,medium,synthetic_template_v4,test
31397,generated_mix,time_activity,thu_nam toi dang nghi,Thứ năm tôi đang nghỉ.,medium,synthetic_template_v4,test
31398,time_activity,time_doing,thang ong nghi,Tháng ông nghỉ.,medium,synthetic_template_v4,test
31399,generated_health,time_symptom,ngay_mai em bi bi_thuong,Ngày mai em bị bị thương.,medium,synthetic_template_v4,test
31400,generated_mix,want_need_like,con_gai can trai_cay,Con gái cần trái cây.,simple,synthetic_template_v4,test
31401,complex_schedule,time_go_place,buoi_trua chi se di phong_kham,Buổi trưa chị sẽ đi phòng khám.,complex,synthetic_template_v4,test
31402,generated_mix,want_need_like,ong thich ao_khoac,Ông thích áo khoác.,simple,synthetic_template_v4,test
31403,quantity,need_quantity,toi can nam bun,Tôi cần năm bún.,medium,synthetic_template_v4,test
31404,description,object_color,ba_lo mau_do,Ba lô màu đỏ.,simple,synthetic_template_v4,test
31405,daily_activity,doing,co dang nghi,Cô đang nghỉ.,simple,synthetic_template_v4,test
31406,time_activity,time_doing,hom_qua co lam_viec,Hôm qua cô làm việc.,medium,synthetic_template_v4,test
31407,generated_health,time_symptom,bay_gio con_gai bi dau_hong,Bây giờ con gái bị đau họng.,medium,synthetic_template_v4,test
31408,generated_health,time_symptom,mua_he con_gai bi dau_bung,Mùa hè con gái bị đau bụng.,medium,synthetic_template_v4,test
31409,generated_mix,time_activity,buoi_toi con_gai dang nghe,Buổi tối con gái đang nghe.,medium,synthetic_template_v4,test
31410,complex_schedule,time_go_place,toi_nay ban se di sieu_thi,Tối nay bạn sẽ đi siêu thị.,complex,synthetic_template_v4,test
31411,location,want_go_place,chi muon di nha_ga,Chị muốn đi nhà ga.,medium,synthetic_template_v4,test
31412,generated_emergency,emergency,me bi met nen can goi_bac_si,Mẹ bị mệt nên cần gọi bác sĩ.,complex,synthetic_template_v4,test
31413,generated_mix,time_activity,buoi_toi ban dang nghe,Buổi tối bạn đang nghe.,medium,synthetic_template_v4,test
31414,generated_mix,time_activity,thu_hai ban dang lam_viec,Thứ hai bạn đang làm việc.,medium,synthetic_template_v4,test
31415,generated_mix,time_activity,buoi_trua co dang lam_bai_tap,Buổi trưa cô đang làm bài tập.,medium,synthetic_template_v4,test
31416,generated_family,help_someone,bac_si can quan,Bác sĩ cần quần.,medium,synthetic_template_v4,test
31417,generated_health,time_symptom,hom_qua bo bi cam_lanh,Hôm qua bố bị cảm lạnh.,medium,synthetic_template_v4,test
31418,generated_health,time_symptom,bay_gio ong bi dau_bung,Bây giờ ông bị đau bụng.,medium,synthetic_template_v4,test
31419,transport,go_by_transport,ban di may_bay,Bạn đi máy bay.,simple,synthetic_template_v4,test
31420,time_activity,time_doing,hom_qua chi an,Hôm qua chị ăn.,medium,synthetic_template_v4,test
